,Beta,ROI,Subj,Condition,Volume
3562,0.296779,FFA,532,Fo,14
3563,0.329192,FFA,532,Fo,15
3564,0.236216,FFA,532,Fo,16
3565,0.229298,FFA,532,Fo,17
3566,0.0466737,FFA,532,Fo,18
3567,0.138272,FFA,532,Fo,19
3568,0.13614,FFA,532,Fo,20
3569,0.0141482,FFA,532,Fo,21
3570,0.486542,FFA,532,Fp,1
3571,-0.0640315,FFA,532,Fp,2
3572,0.0150392,FFA,532,Fp,3
3573,0.147875,FFA,532,Fp,4
3574,0.0521952,FFA,532,Fp,5
3575,0.105358,FFA,532,Fp,6
3576,0.0688892,FFA,532,Fp,7
3577,0.0460788,FFA,532,Fp,8
3578,0.111726,FFA,532,Fp,9
3579,0.0711903,FFA,532,Fp,10
3580,0.120498,FFA,532,Fp,11
3581,0.181244,FFA,532,Fp,12
3582,0.102143,FFA,532,Fp,13
3583,0.0817245,FFA,532,Fp,14
3584,0.107819,FFA,532,Fp,15
3585,0.128725,FFA,532,Fp,16
3586,-0.0179455,FFA,532,Fp,17
3587,0.143419,FFA,532,Fp,18
3588,0.248509,FFA,532,Fp,19
3589,0.16154,FFA,532,Fp,20
3590,-0.0569812,FFA,532,Fp,21
3591,-0.16644,FFA,532,HF,1
3592,-0.0293719,FFA,532,HF,2
3593,-0.0617299,FFA,532,HF,3
3594,0.212231,FFA,532,HF,4
3595,0.0602393,FFA,532,HF,5
3596,0.123579,FFA,532,HF,6
3597,0.222487,FFA,532,HF,7
3598,0.188934,FFA,532,HF,8
3599,0.20948,FFA,532,HF,9
3600,0.314994,FFA,532,HF,10
3601,0.275654,FFA,532,HF,11
3602,0.242795,FFA,532,HF,12
3603,0.269127,FFA,532,HF,13
3604,0.20759,FFA,532,HF,14
3605,0.225478,FFA,532,HF,15
3606,0.170905,FFA,532,HF,16
3607,0.0829061,FFA,532,HF,17
3608,0.0698462,FFA,532,HF,18
3609,0.239708,FFA,532,HF,19
3610,-0.113377,FFA,532,HF,20
3611,0.0680474,FFA,532,HF,21
3612,0.0883229,FFA,532,Ho,1
3613,-0.0486561,FFA,532,Ho,2
3614,0.189085,FFA,532,Ho,3
3615,0.251019,FFA,532,Ho,4
3616,0.311613,FFA,532,Ho,5
3617,0.426391,FFA,532,Ho,6
3618,0.34127,FFA,532,Ho,7
3619,0.37921,FFA,532,Ho,8
3620,0.421976,FFA,532,Ho,9
3621,0.429572,FFA,532,Ho,10
3622,0.456811,FFA,532,Ho,11
3623,0.438281,FFA,532,Ho,12
3624,0.413319,FFA,532,Ho,13
3625,0.436643,FFA,532,Ho,14
3626,0.443435,FFA,532,Ho,15
3627,0.435449,FFA,532,Ho,16
3628,0.292703,FFA,532,Ho,17
3629,0.37144,FFA,532,Ho,18
3630,0.438562,FFA,532,Ho,19
3631,0.151064,FFA,532,Ho,20
3632,0.0777296,FFA,532,Ho,21
3633,0.156142,FFA,532,Hp,1
3634,-0.119235,FFA,532,Hp,2
3635,-0.00418546,FFA,532,Hp,3
3636,-0.131676,FFA,532,Hp,4
3637,0.0877082,FFA,532,Hp,5
3638,0.122907,FFA,532,Hp,6
3639,0.0939851,FFA,532,Hp,7
3640,-0.0388396,FFA,532,Hp,8
3641,-0.0710388,FFA,532,Hp,9
3642,-0.0138739,FFA,532,Hp,10
3643,-0.0659116,FFA,532,Hp,11
3644,-0.0341799,FFA,532,Hp,12
3645,0.0124762,FFA,532,Hp,13
3646,-0.0287806,FFA,532,Hp,14
3647,0.112642,FFA,532,Hp,15
3648,0.0663891,FFA,532,Hp,16
3649,0.163255,FFA,532,Hp,17
3650,0.189449,FFA,532,Hp,18
3651,0.1154,FFA,532,Hp,19
3652,0.299148,FFA,532,Hp,20
3653,-0.0488235,FFA,532,Hp,21
3654,0.0525825,PPA,532,FH,1
3655,0.0264238,PPA,532,FH,2
3656,0.0475532,PPA,532,FH,3
3657,0.0894016,PPA,532,FH,4
3658,0.010644,PPA,532,FH,5
3659,0.0329726,PPA,532,FH,6
3660,0.0399798,PPA,532,FH,7
3661,-0.0106883,PPA,532,FH,8
3662,0.0766211,PPA,532,FH,9
3663,0.0982305,PPA,532,FH,10
3664,0.0900352,PPA,532,FH,11
3665,0.090823,PPA,532,FH,12
3666,0.0270268,PPA,532,FH,13
3667,0.0026229,PPA,532,FH,14
3668,0.0290819,PPA,532,FH,15
3669,0.0612232,PPA,532,FH,16
3670,0.0518902,PPA,532,FH,17
3671,-0.0164353,PPA,532,FH,18
3672,-0.0407272,PPA,532,FH,19
3673,-0.00757246,PPA,532,FH,20
3674,-0.0926969,PPA,532,FH,21
3675,-0.0802644,PPA,532,Fo,1
3676,0.0479537,PPA,532,Fo,2
3677,0.0277854,PPA,532,Fo,3
3678,0.000413801,PPA,532,Fo,4
3679,-0.0550424,PPA,532,Fo,5
3680,0.0282546,PPA,532,Fo,6
3681,0.0589011,PPA,532,Fo,7
3682,0.0141359,PPA,532,Fo,8
3683,0.0255134,PPA,532,Fo,9
3684,-0.00526517,PPA,532,Fo,10
3685,0.047249,PPA,532,Fo,11
3686,0.0932318,PPA,532,Fo,12
3687,-0.0108312,PPA,532,Fo,13
3688,0.0118029,PPA,532,Fo,14
3689,0.190942,PPA,532,Fo,15
3690,0.182757,PPA,532,Fo,16
3691,0.000402586,PPA,532,Fo,17
3692,-0.066385,PPA,532,Fo,18
3693,-0.0998958,PPA,532,Fo,19
3694,0.0723572,PPA,532,Fo,20
3695,-0.119363,PPA,532,Fo,21
3696,0.0475464,PPA,532,Fp,1
3697,-0.00270667,PPA,532,Fp,2
3698,-0.0412707,PPA,532,Fp,3
3699,-0.161106,PPA,532,Fp,4
3700,0.0174964,PPA,532,Fp,5
3701,-0.0230068,PPA,532,Fp,6
3702,-0.0574054,PPA,532,Fp,7
3703,-0.0931074,PPA,532,Fp,8
3704,0.00393506,PPA,532,Fp,9
3705,0.00161685,PPA,532,Fp,10
3706,-0.0543305,PPA,532,Fp,11
3707,-0.0516676,PPA,532,Fp,12
3708,-0.011375,PPA,532,Fp,13
3709,0.0247761,PPA,532,Fp,14
3710,-0.0321715,PPA,532,Fp,15
3711,0.000644968,PPA,532,Fp,16
3712,0.0241077,PPA,532,Fp,17
3713,-0.00202348,PPA,532,Fp,18
3714,0.0839359,PPA,532,Fp,19
3715,-0.0497803,PPA,532,Fp,20
3716,0.0718847,PPA,532,Fp,21
3717,0.159294,PPA,532,HF,1
3718,-0.058811,PPA,532,HF,2
3719,0.133162,PPA,532,HF,3
3720,0.18043,PPA,532,HF,4
3721,0.20331,PPA,532,HF,5
3722,0.326032,PPA,532,HF,6
3723,0.349548,PPA,532,HF,7
3724,0.154502,PPA,532,HF,8
3725,0.243199,PPA,532,HF,9
3726,0.247679,PPA,532,HF,10
3727,0.183597,PPA,532,HF,11
3728,0.258406,PPA,532,HF,12
3729,0.23344,PPA,532,HF,13
3730,0.177071,PPA,532,HF,14
3731,0.228763,PPA,532,HF,15
3732,0.10756,PPA,532,HF,16
3733,0.0555492,PPA,532,HF,17
3734,0.0296115,PPA,532,HF,18
3735,0.0524639,PPA,532,HF,19
3736,0.088827,PPA,532,HF,20
3737,0.103517,PPA,532,HF,21
3738,0.132672,PPA,532,Ho,1
3739,0.15782,PPA,532,Ho,2
3740,0.00482161,PPA,532,Ho,3
3741,0.11107,PPA,532,Ho,4
3742,0.189224,PPA,532,Ho,5
3743,0.291211,PPA,532,Ho,6
3744,0.230048,PPA,532,Ho,7
3745,0.19182,PPA,532,Ho,8
3746,0.160079,PPA,532,Ho,9
3747,0.169925,PPA,532,Ho,10
3748,0.144144,PPA,532,Ho,11
3749,0.213369,PPA,532,Ho,12
3750,0.287864,PPA,532,Ho,13
3751,0.252885,PPA,532,Ho,14
3752,0.375161,PPA,532,Ho,15
3753,0.301329,PPA,532,Ho,16
3754,0.139011,PPA,532,Ho,17
3755,-0.0711634,PPA,532,Ho,18
3756,-0.110278,PPA,532,Ho,19
3757,-0.00249841,PPA,532,Ho,20
3758,-0.114753,PPA,532,Ho,21
3759,0.0639168,PPA,532,Hp,1
3760,0.0234899,PPA,532,Hp,2
3761,0.0980903,PPA,532,Hp,3
3762,0.0336333,PPA,532,Hp,4
3763,0.0193271,PPA,532,Hp,5
3764,0.0654417,PPA,532,Hp,6
3765,-0.0206743,PPA,532,Hp,7
3766,-0.0688111,PPA,532,Hp,8
3767,0.0356884,PPA,532,Hp,9
3768,0.0938845,PPA,532,Hp,10
3769,0.0879904,PPA,532,Hp,11
3770,0.135158,PPA,532,Hp,12
3771,0.0983997,PPA,532,Hp,13
3772,0.0102623,PPA,532,Hp,14
3773,0.08815,PPA,532,Hp,15
3774,0.0827373,PPA,532,Hp,16
3775,0.0589946,PPA,532,Hp,17
3776,-0.0946436,PPA,532,Hp,18
3777,-0.00187578,PPA,532,Hp,19
3778,0.06545,PPA,532,Hp,20
3779,-0.175915,PPA,532,Hp,21
3780,0.0697858,FFA,534,FH,1
3781,0.0298252,FFA,534,FH,2
3782,0.0998239,FFA,534,FH,3
3783,0.220472,FFA,534,FH,4
3784,0.471905,FFA,534,FH,5
3785,0.587531,FFA,534,FH,6
3786,0.568624,FFA,534,FH,7
3787,0.538515,FFA,534,FH,8
3788,0.520437,FFA,534,FH,9
3789,0.475933,FFA,534,FH,10
3790,0.385255,FFA,534,FH,11
3791,0.32434,FFA,534,FH,12
3792,0.287546,FFA,534,FH,13
3793,0.302274,FFA,534,FH,14
3794,0.3747,FFA,534,FH,15
3795,0.233401,FFA,534,FH,16
3796,0.122922,FFA,534,FH,17
3797,-0.144948,FFA,534,FH,18
3798,-0.105434,FFA,534,FH,19
3799,-0.120722,FFA,534,FH,20
3800,-0.10566,FFA,534,FH,21
3801,0.0537159,FFA,534,Fo,1
3802,-0.0367198,FFA,534,Fo,2
3803,-0.0332872,FFA,534,Fo,3
3804,0.143914,FFA,534,Fo,4
3805,0.282489,FFA,534,Fo,5
3806,0.331028,FFA,534,Fo,6
3807,0.487018,FFA,534,Fo,7
3808,0.440749,FFA,534,Fo,8
3809,0.477676,FFA,534,Fo,9
3810,0.455992,FFA,534,Fo,10
3811,0.413251,FFA,534,Fo,11
3812,0.394725,FFA,534,Fo,12
3813,0.409584,FFA,534,Fo,13
3814,0.455606,FFA,534,Fo,14
3815,0.342857,FFA,534,Fo,15
3816,0.298591,FFA,534,Fo,16
3817,0.119672,FFA,534,Fo,17
3818,-0.0828246,FFA,534,Fo,18
3819,-0.144153,FFA,534,Fo,19
3820,-0.147521,FFA,534,Fo,20
3821,-0.164486,FFA,534,Fo,21
3822,0.122778,FFA,534,Fp,1
3823,-0.122545,FFA,534,Fp,2
3824,-0.106833,FFA,534,Fp,3
3825,-0.179218,FFA,534,Fp,4
3826,0.0572816,FFA,534,Fp,5
3827,0.166604,FFA,534,Fp,6
3828,0.230909,FFA,534,Fp,7
3829,0.22315,FFA,534,Fp,8
3830,0.324825,FFA,534,Fp,9
3831,0.299676,FFA,534,Fp,10
3832,0.265503,FFA,534,Fp,11
3833,0.302339,FFA,534,Fp,12
3834,0.293686,FFA,534,Fp,13
3835,0.298302,FFA,534,Fp,14
3836,0.287793,FFA,534,Fp,15
3837,0.270383,FFA,534,Fp,16
3838,0.1736,FFA,534,Fp,17
3839,0.0774711,FFA,534,Fp,18
3840,0.140187,FFA,534,Fp,19
3841,0.164765,FFA,534,Fp,20
3842,0.00438539,FFA,534,Fp,21
3843,0.142441,FFA,534,HF,1
3844,0.167235,FFA,534,HF,2
3845,0.265425,FFA,534,HF,3
3846,0.426349,FFA,534,HF,4
3847,0.66049,FFA,534,HF,5
3848,0.794502,FFA,534,HF,6
3849,0.931764,FFA,534,HF,7
3850,0.871007,FFA,534,HF,8
3851,0.83858,FFA,534,HF,9
3852,0.836546,FFA,534,HF,10
3853,0.782518,FFA,534,HF,11
3854,0.821458,FFA,534,HF,12
3855,0.820106,FFA,534,HF,13
3856,0.790507,FFA,534,HF,14
3857,0.902079,FFA,534,HF,15
3858,0.641289,FFA,534,HF,16
3859,0.500465,FFA,534,HF,17
3860,0.234782,FFA,534,HF,18
3861,0.127224,FFA,534,HF,19
3862,0.127149,FFA,534,HF,20
3863,0.119614,FFA,534,HF,21
3864,-0.144473,FFA,534,Ho,1
3865,0.121712,FFA,534,Ho,2
3866,0.0867381,FFA,534,Ho,3
3867,0.213634,FFA,534,Ho,4
3868,0.5064,FFA,534,Ho,5
3869,0.57557,FFA,534,Ho,6
3870,0.637176,FFA,534,Ho,7
3871,0.550229,FFA,534,Ho,8
3872,0.43927,FFA,534,Ho,9
3873,0.402253,FFA,534,Ho,10
3874,0.484728,FFA,534,Ho,11
3875,0.510666,FFA,534,Ho,12
3876,0.438216,FFA,534,Ho,13
3877,0.494482,FFA,534,Ho,14
3878,0.563375,FFA,534,Ho,15
3879,0.425277,FFA,534,Ho,16
3880,0.230387,FFA,534,Ho,17
3881,0.130324,FFA,534,Ho,18
3882,0.0996458,FFA,534,Ho,19
3883,-0.00111833,FFA,534,Ho,20
3884,0.0116493,FFA,534,Ho,21
3885,-0.0280589,FFA,534,Hp,1
3886,0.102726,FFA,534,Hp,2
3887,0.13709,FFA,534,Hp,3
3888,0.245454,FFA,534,Hp,4
3889,0.163361,FFA,534,Hp,5
3890,0.220487,FFA,534,Hp,6
3891,0.220072,FFA,534,Hp,7
3892,0.197524,FFA,534,Hp,8
3893,0.128221,FFA,534,Hp,9
3894,0.116924,FFA,534,Hp,10
3895,0.161802,FFA,534,Hp,11
3896,0.147585,FFA,534,Hp,12
3897,0.100483,FFA,534,Hp,13
3898,0.116358,FFA,534,Hp,14
3899,0.13661,FFA,534,Hp,15
3900,0.0655789,FFA,534,Hp,16
3901,0.0618161,FFA,534,Hp,17
3902,0.15508,FFA,534,Hp,18
3903,0.0473918,FFA,534,Hp,19
3904,0.0970609,FFA,534,Hp,20
3905,0.051978,FFA,534,Hp,21
3906,0.0657783,PPA,534,FH,1
3907,-0.0941786,PPA,534,FH,2
3908,0.087854,PPA,534,FH,3
3909,0.127333,PPA,534,FH,4
3910,0.0451624,PPA,534,FH,5
3911,0.00790223,PPA,534,FH,6
3912,0.0600763,PPA,534,FH,7
3913,-0.0239961,PPA,534,FH,8
3914,-0.0113022,PPA,534,FH,9
3915,-1.50267e-05,PPA,534,FH,10
3916,0.0406593,PPA,534,FH,11
3917,0.0687477,PPA,534,FH,12
3918,0.0063346,PPA,534,FH,13
3919,-0.0324166,PPA,534,FH,14
3920,-0.0485346,PPA,534,FH,15
3921,-0.000738596,PPA,534,FH,16
3922,-0.0515375,PPA,534,FH,17
3923,-0.0981066,PPA,534,FH,18
3924,-0.0434083,PPA,534,FH,19
3925,-0.122979,PPA,534,FH,20
3926,-0.0113356,PPA,534,FH,21
3927,0.14334,PPA,534,Fo,1
3928,-0.130453,PPA,534,Fo,2
3929,0.0597919,PPA,534,Fo,3
3930,0.0547517,PPA,534,Fo,4
3931,0.0523644,PPA,534,Fo,5
3932,-0.0562395,PPA,534,Fo,6
3933,0.0862048,PPA,534,Fo,7
3934,0.0946918,PPA,534,Fo,8
3935,0.0787476,PPA,534,Fo,9
3936,0.0123026,PPA,534,Fo,10
3937,-0.00185,PPA,534,Fo,11
3938,0.0452708,PPA,534,Fo,12
3939,0.0324908,PPA,534,Fo,13
3940,0.010029,PPA,534,Fo,14
3941,-0.025445,PPA,534,Fo,15
3942,-0.0269566,PPA,534,Fo,16
3943,0.0642739,PPA,534,Fo,17
3944,0.0349546,PPA,534,Fo,18
3945,-0.0345318,PPA,534,Fo,19
3946,-0.0848018,PPA,534,Fo,20
3947,0.0488058,PPA,534,Fo,21
3948,0.102764,PPA,534,Fp,1
3949,-0.00137624,PPA,534,Fp,2
3950,0.0716378,PPA,534,Fp,3
3951,0.0381658,PPA,534,Fp,4
3952,0.186122,PPA,534,Fp,5
3953,0.0430577,PPA,534,Fp,6
3954,0.0692656,PPA,534,Fp,7
3955,0.0214116,PPA,534,Fp,8
3956,0.106329,PPA,534,Fp,9
3957,0.10135,PPA,534,Fp,10
3958,0.00672828,PPA,534,Fp,11
3959,0.023288,PPA,534,Fp,12
3960,0.0297877,PPA,534,Fp,13
3961,-0.0165179,PPA,534,Fp,14
3962,0.0270532,PPA,534,Fp,15
3963,0.0862924,PPA,534,Fp,16
3964,0.0933264,PPA,534,Fp,17
3965,0.128797,PPA,534,Fp,18
3966,0.107583,PPA,534,Fp,19
3967,0.0956615,PPA,534,Fp,20
3968,0.12056,PPA,534,Fp,21
3969,0.0518015,PPA,534,HF,1
3970,0.116528,PPA,534,HF,2
3971,0.122083,PPA,534,HF,3
3972,0.261958,PPA,534,HF,4
3973,0.346198,PPA,534,HF,5
3974,0.382983,PPA,534,HF,6
3975,0.302305,PPA,534,HF,7
3976,0.320554,PPA,534,HF,8
3977,0.321844,PPA,534,HF,9
3978,0.33715,PPA,534,HF,10
3979,0.349523,PPA,534,HF,11
3980,0.357514,PPA,534,HF,12
3981,0.299011,PPA,534,HF,13
3982,0.262909,PPA,534,HF,14
3983,0.399274,PPA,534,HF,15
3984,0.280682,PPA,534,HF,16
3985,0.199252,PPA,534,HF,17
3986,0.130535,PPA,534,HF,18
3987,0.00330376,PPA,534,HF,19
3988,0.0107128,PPA,534,HF,20
3989,0.0309168,PPA,534,HF,21
3990,-0.0758824,PPA,534,Ho,1
3991,-0.005413,PPA,534,Ho,2
3992,0.066313,PPA,534,Ho,3
3993,0.138331,PPA,534,Ho,4
3994,0.257425,PPA,534,Ho,5
3995,0.183097,PPA,534,Ho,6
3996,0.345867,PPA,534,Ho,7
3997,0.288233,PPA,534,Ho,8
3998,0.234331,PPA,534,Ho,9
3999,0.21386,PPA,534,Ho,10
4000,0.229926,PPA,534,Ho,11
4001,0.251493,PPA,534,Ho,12
4002,0.229612,PPA,534,Ho,13
4003,0.219027,PPA,534,Ho,14
4004,0.179694,PPA,534,Ho,15
4005,0.158631,PPA,534,Ho,16
4006,0.0932346,PPA,534,Ho,17
4007,0.0537441,PPA,534,Ho,18
4008,-0.0241873,PPA,534,Ho,19
4009,0.00416808,PPA,534,Ho,20
4010,-0.0278331,PPA,534,Ho,21
4011,-0.0306665,PPA,534,Hp,1
4012,-0.010498,PPA,534,Hp,2
4013,0.000865067,PPA,534,Hp,3
4014,0.137721,PPA,534,Hp,4
4015,0.191662,PPA,534,Hp,5
4016,0.16832,PPA,534,Hp,6
4017,0.156258,PPA,534,Hp,7
4018,0.262496,PPA,534,Hp,8
4019,0.123437,PPA,534,Hp,9
4020,0.117815,PPA,534,Hp,10
4021,0.153242,PPA,534,Hp,11
4022,0.163479,PPA,534,Hp,12
4023,0.198181,PPA,534,Hp,13
4024,0.108645,PPA,534,Hp,14
4025,0.136544,PPA,534,Hp,15
4026,0.170829,PPA,534,Hp,16
4027,0.0865086,PPA,534,Hp,17
4028,0.0698781,PPA,534,Hp,18
4029,-0.0732898,PPA,534,Hp,19
4030,-0.101251,PPA,534,Hp,20
4031,-0.00769274,PPA,534,Hp,21
4032,0.091609,FFA,528,FH,1
4033,-0.488031,FFA,528,FH,2
4034,-0.147011,FFA,528,FH,3
4035,0.0873877,FFA,528,FH,4
4036,0.141989,FFA,528,FH,5
4037,0.330548,FFA,528,FH,6
4038,0.491233,FFA,528,FH,7
4039,0.598595,FFA,528,FH,8
4040,0.593649,FFA,528,FH,9
4041,0.732643,FFA,528,FH,10
4042,0.879922,FFA,528,FH,11
4043,0.913414,FFA,528,FH,12
4044,0.903065,FFA,528,FH,13
4045,0.804098,FFA,528,FH,14
4046,0.698492,FFA,528,FH,15
4047,0.62717,FFA,528,FH,16
4048,0.634785,FFA,528,FH,17
4049,0.77668,FFA,528,FH,18
4050,0.393293,FFA,528,FH,19
4051,0.204455,FFA,528,FH,20
4052,0.260541,FFA,528,FH,21
4053,-0.136868,FFA,528,Fo,1
4054,-0.0262076,FFA,528,Fo,2
4055,-0.0258097,FFA,528,Fo,3
4056,0.111606,FFA,528,Fo,4
4057,0.140913,FFA,528,Fo,5
4058,0.332565,FFA,528,Fo,6
4059,0.38201,FFA,528,Fo,7
4060,0.63311,FFA,528,Fo,8
4061,0.793509,FFA,528,Fo,9
4062,1.037,FFA,528,Fo,10
4063,1.18213,FFA,528,Fo,11
4064,1.10891,FFA,528,Fo,12
4065,1.08148,FFA,528,Fo,13
4066,0.991933,FFA,528,Fo,14
4067,0.855403,FFA,528,Fo,15
4068,0.916855,FFA,528,Fo,16
4069,0.724689,FFA,528,Fo,17
4070,0.834589,FFA,528,Fo,18
4071,0.555761,FFA,528,Fo,19
4072,0.269078,FFA,528,Fo,20
4073,0.122064,FFA,528,Fo,21
4074,-0.150514,FFA,528,Fp,1
4075,-0.381431,FFA,528,Fp,2
4076,0.102889,FFA,528,Fp,3
4077,0.189352,FFA,528,Fp,4
4078,0.537588,FFA,528,Fp,5
4079,0.564674,FFA,528,Fp,6
4080,0.474234,FFA,528,Fp,7
4081,0.298522,FFA,528,Fp,8
4082,0.204737,FFA,528,Fp,9
4083,0.174806,FFA,528,Fp,10
4084,0.203274,FFA,528,Fp,11
4085,0.442605,FFA,528,Fp,12
4086,0.526575,FFA,528,Fp,13
4087,0.300575,FFA,528,Fp,14
4088,0.261935,FFA,528,Fp,15
4089,0.277454,FFA,528,Fp,16
4090,0.659905,FFA,528,Fp,17
4091,0.624373,FFA,528,Fp,18
4092,0.428245,FFA,528,Fp,19
4093,-0.121231,FFA,528,Fp,20
4094,0.326212,FFA,528,Fp,21
4095,-1.00526,FFA,528,HF,1
4096,-0.374139,FFA,528,HF,2
4097,-0.309644,FFA,528,HF,3
4098,0.0552549,FFA,528,HF,4
4099,0.0434069,FFA,528,HF,5
4100,0.203262,FFA,528,HF,6
4101,0.307323,FFA,528,HF,7
4102,0.540576,FFA,528,HF,8
4103,0.669986,FFA,528,HF,9
4104,0.68019,FFA,528,HF,10
4105,0.717094,FFA,528,HF,11
4106,0.837554,FFA,528,HF,12
4107,0.811512,FFA,528,HF,13
4108,0.612691,FFA,528,HF,14
4109,0.623744,FFA,528,HF,15
4110,0.735763,FFA,528,HF,16
4111,0.83441,FFA,528,HF,17
4112,0.468714,FFA,528,HF,18
4113,0.436404,FFA,528,HF,19
4114,0.320415,FFA,528,HF,20
4115,0.479988,FFA,528,HF,21
4116,-0.0888399,FFA,528,Ho,1
4117,-0.0919053,FFA,528,Ho,2
4118,0.0538683,FFA,528,Ho,3
4119,0.0853613,FFA,528,Ho,4
4120,0.15582,FFA,528,Ho,5
4121,0.283713,FFA,528,Ho,6
4122,0.266936,FFA,528,Ho,7
4123,0.414063,FFA,528,Ho,8
4124,0.487123,FFA,528,Ho,9
4125,0.463436,FFA,528,Ho,10
4126,0.54916,FFA,528,Ho,11
4127,0.673649,FFA,528,Ho,12
4128,0.695369,FFA,528,Ho,13
4129,0.681291,FFA,528,Ho,14
4130,0.568646,FFA,528,Ho,15
4131,0.326222,FFA,528,Ho,16
4132,0.452529,FFA,528,Ho,17
4133,0.34226,FFA,528,Ho,18
4134,0.402681,FFA,528,Ho,19
4135,0.0778459,FFA,528,Ho,20
4136,-0.105176,FFA,528,Ho,21
4137,-0.400456,FFA,528,Hp,1
4138,-0.439462,FFA,528,Hp,2
4139,-0.253138,FFA,528,Hp,3
4140,-0.0500955,FFA,528,Hp,4
4141,0.337994,FFA,528,Hp,5
4142,0.194913,FFA,528,Hp,6
4143,0.193161,FFA,528,Hp,7
4144,0.277506,FFA,528,Hp,8
4145,0.419053,FFA,528,Hp,9
4146,0.42691,FFA,528,Hp,10
4147,0.444363,FFA,528,Hp,11
4148,0.439594,FFA,528,Hp,12
4149,0.384127,FFA,528,Hp,13
4150,0.315427,FFA,528,Hp,14
4151,0.111202,FFA,528,Hp,15
4152,0.269523,FFA,528,Hp,16
4153,0.475398,FFA,528,Hp,17
4154,0.31583,FFA,528,Hp,18
4155,0.181044,FFA,528,Hp,19
4156,0.133731,FFA,528,Hp,20
4157,0.380831,FFA,528,Hp,21
4158,0.274707,PPA,528,FH,1
4159,-0.0148899,PPA,528,FH,2
4160,-0.0226737,PPA,528,FH,3
4161,0.0705543,PPA,528,FH,4
4162,0.123838,PPA,528,FH,5
4163,0.112946,PPA,528,FH,6
4164,0.123588,PPA,528,FH,7
4165,0.107213,PPA,528,FH,8
4166,0.131008,PPA,528,FH,9
4167,0.140125,PPA,528,FH,10
4168,0.0889585,PPA,528,FH,11
4169,0.0885364,PPA,528,FH,12
4170,0.115871,PPA,528,FH,13
4171,0.137812,PPA,528,FH,14
4172,0.25727,PPA,528,FH,15
4173,0.26668,PPA,528,FH,16
4174,0.0978467,PPA,528,FH,17
4175,-0.00299895,PPA,528,FH,18
4176,-0.0274299,PPA,528,FH,19
4177,-0.0506334,PPA,528,FH,20
4178,-0.0945015,PPA,528,FH,21
4179,-0.0439706,PPA,528,Fo,1
4180,-0.0907545,PPA,528,Fo,2
4181,-0.0319757,PPA,528,Fo,3
4182,-0.0611053,PPA,528,Fo,4
4183,0.0482422,PPA,528,Fo,5
4184,0.0442475,PPA,528,Fo,6
4185,0.12019,PPA,528,Fo,7
4186,0.114388,PPA,528,Fo,8
4187,0.108038,PPA,528,Fo,9
4188,0.146734,PPA,528,Fo,10
4189,0.100217,PPA,528,Fo,11
4190,0.0473573,PPA,528,Fo,12
4191,0.0585812,PPA,528,Fo,13
4192,0.0599659,PPA,528,Fo,14
4193,0.0918655,PPA,528,Fo,15
4194,0.110399,PPA,528,Fo,16
4195,0.095852,PPA,528,Fo,17
4196,-0.0224682,PPA,528,Fo,18
4197,-0.0161503,PPA,528,Fo,19
4198,-0.145872,PPA,528,Fo,20
4199,0.1969,PPA,528,Fo,21
4200,-0.00321942,PPA,528,Fp,1
4201,0.0464781,PPA,528,Fp,2
4202,-0.0346894,PPA,528,Fp,3
4203,0.0746818,PPA,528,Fp,4
4204,-0.0848392,PPA,528,Fp,5
4205,0.0151249,PPA,528,Fp,6
4206,0.0310605,PPA,528,Fp,7
4207,0.0434022,PPA,528,Fp,8
4208,0.00514238,PPA,528,Fp,9
4209,-0.00757199,PPA,528,Fp,10
4210,0.0560937,PPA,528,Fp,11
4211,0.0904935,PPA,528,Fp,12
4212,0.0393219,PPA,528,Fp,13
4213,-0.0279778,PPA,528,Fp,14
4214,-0.0313644,PPA,528,Fp,15
4215,0.0614914,PPA,528,Fp,16
4216,0.20365,PPA,528,Fp,17
4217,0.0902208,PPA,528,Fp,18
4218,-0.10929,PPA,528,Fp,19
4219,0.0800968,PPA,528,Fp,20
4220,0.281184,PPA,528,Fp,21
4221,-0.246525,PPA,528,HF,1
4222,-0.108957,PPA,528,HF,2
4223,0.0635387,PPA,528,HF,3
4224,0.226313,PPA,528,HF,4
4225,0.420641,PPA,528,HF,5
4226,0.560412,PPA,528,HF,6
4227,0.591672,PPA,528,HF,7
4228,0.545929,PPA,528,HF,8
4229,0.548068,PPA,528,HF,9
4230,0.571939,PPA,528,HF,10
4231,0.596545,PPA,528,HF,11
4232,0.586041,PPA,528,HF,12
4233,0.532055,PPA,528,HF,13
4234,0.499469,PPA,528,HF,14
4235,0.550281,PPA,528,HF,15
4236,0.630331,PPA,528,HF,16
4237,0.388599,PPA,528,HF,17
4238,0.227603,PPA,528,HF,18
4239,0.188018,PPA,528,HF,19
4240,-0.0480321,PPA,528,HF,20
4241,0.210174,PPA,528,HF,21
4242,0.0478247,PPA,528,Ho,1
4243,0.037734,PPA,528,Ho,2
4244,-0.0174254,PPA,528,Ho,3
4245,0.154364,PPA,528,Ho,4
4246,0.25533,PPA,528,Ho,5
4247,0.393463,PPA,528,Ho,6
4248,0.436111,PPA,528,Ho,7
4249,0.481476,PPA,528,Ho,8
4250,0.512302,PPA,528,Ho,9
4251,0.478401,PPA,528,Ho,10
4252,0.467646,PPA,528,Ho,11
