,Time,Subject,Condition,MotorMapping,Run,FFA,PPA,RH,LH
43029,88,532,HF,1,2,-0.222545,0.154945,-0.213416,-0.391487
43030,89,532,HF,1,2,-0.0768219,0.204087,0.013297,-0.470877
43031,90,532,HF,1,2,0.506312,0.660705,-0.254207,-0.609753
43032,91,532,HF,1,2,0.164054,0.37906,0.259259,-0.14558
43033,92,532,HF,1,2,-0.148135,-0.0705419,0.180048,-0.262375
43034,93,532,HF,1,2,-0.235811,-0.249414,-0.231676,-0.142544
43035,94,532,HF,1,2,-0.694921,-0.24884,0.0794359,-0.121988
43036,95,532,HF,1,2,-0.0845538,-0.202675,-0.326698,-0.00669011
43037,96,532,HF,1,2,0.0485128,-0.127757,0.52221,0.519078
43038,97,532,HF,1,2,0.0306813,-0.082936,-0.200444,-0.062602
43039,98,532,HF,1,2,0.0217698,-0.175857,0.0625801,0.280593
43040,99,532,HF,1,2,0.318693,-0.129507,0.131601,-0.0331641
43041,100,532,HF,1,2,-0.031305,-0.126107,-0.0232573,-0.293429
43042,101,532,HF,1,2,-0.036407,0.239921,0.198968,0.212793
43043,102,532,HF,1,2,-0.196338,0.139183,-0.260298,-0.29456
43044,1,532,HF,2,1,0.308104,0.423592,0.425011,0.473902
43045,2,532,HF,2,1,0.00293367,0.288236,0.311872,0.453518
43046,3,532,HF,2,1,0.253056,0.352994,-0.12393,-0.0563973
43047,4,532,HF,2,1,-0.354247,-0.167924,0.0742187,0.05075
43048,5,532,HF,2,1,0.0122799,-0.513549,-0.0665991,-0.261849
43049,6,532,HF,2,1,-0.0887473,-0.466584,-0.117463,0.19541
43050,7,532,HF,2,1,0.334528,-0.187477,-0.16915,-0.143071
43051,8,532,HF,2,1,0.0919543,0.078256,-0.110941,-0.313862
43052,9,532,HF,2,1,0.453563,-0.0847292,-0.091602,-0.561727
43053,10,532,HF,2,1,0.107924,0.102658,-0.191073,-0.419978
43054,11,532,HF,2,1,0.174176,0.133537,-0.395951,-0.528717
43055,12,532,HF,2,1,-0.313853,0.196885,-0.459256,-0.227378
43056,13,532,HF,2,1,-0.319346,-0.19957,0.113729,-0.211108
43057,14,532,HF,2,1,-0.424881,-0.393725,0.72125,0.0683929
43058,15,532,HF,2,1,0.0657111,-0.534888,0.418789,-0.185679
43059,16,532,HF,2,1,0.327677,-0.444397,0.0797378,0.59228
43060,17,532,HF,2,1,0.0607362,0.0413965,-0.0862488,-0.0406561
43061,18,532,HF,2,1,-0.0440384,0.158569,-0.211797,0.0307977
43062,19,532,HF,2,1,0.0990906,0.0882015,-0.130239,0.286196
43063,20,532,HF,2,1,0.024708,0.283089,0.211373,0.294784
43064,21,532,HF,2,1,-0.09175,-0.117126,0.00351585,-0.116162
43065,22,532,HF,2,1,0.0164837,-0.203187,-0.412249,0.129693
43066,23,532,HF,2,1,0.393964,-0.138218,0.580793,-0.0632619
43067,24,532,HF,2,1,0.102094,0.382924,0.511573,0.296013
43068,25,532,HF,2,1,0.00361389,-0.132422,0.099859,0.208266
43069,26,532,HF,2,1,-0.304243,0.329761,-0.485364,0.0908864
43070,27,532,HF,2,1,-0.493087,0.383592,-0.196402,0.0802006
43071,28,532,HF,2,1,-0.201936,0.217307,-0.123871,0.0820141
43072,29,532,HF,2,1,-0.223726,0.225925,-0.198622,0.182879
43073,30,532,HF,2,1,-0.260479,0.318067,-0.352003,0.237104
43074,31,532,HF,2,1,-0.232928,0.164222,-0.284494,-0.062128
43075,32,532,HF,2,1,-0.393321,0.214754,-0.0717013,-0.0930879
43076,33,532,HF,2,1,-0.201303,-0.0501656,-0.606936,0.0232314
43077,34,532,HF,2,1,0.076557,-0.384507,0.219908,0.264144
43078,35,532,HF,2,1,0.614037,-0.282543,0.172185,-0.502406
43079,36,532,HF,2,1,0.299846,0.0466678,-0.123287,-0.058584
43080,37,532,HF,2,1,0.374457,0.219879,-0.271328,-0.254897
43081,38,532,HF,2,1,0.0404652,0.225211,-0.26948,-0.200292
43082,39,532,HF,2,1,-0.0463892,-0.128433,0.0458526,0.00911959
43083,40,532,HF,2,1,-0.594356,-0.263377,0.501435,0.256845
43084,41,532,HF,2,1,-0.0856227,0.272519,-0.150934,-0.246659
43085,42,532,HF,2,1,-0.193036,-0.0123751,0.0750566,0.0605475
43086,43,532,HF,2,1,-0.402546,0.775955,0.0789271,0.43584
43087,44,532,HF,2,1,0.0995252,-0.424666,0.0228825,0.121608
43088,45,532,HF,2,1,0.699532,-0.339944,0.219209,0.33524
43089,46,532,HF,2,1,-0.367601,0.279368,0.40714,0.0851215
43090,47,532,HF,2,1,-0.45159,0.461624,0.0652019,-0.171767
43091,48,532,HF,2,1,-0.143263,0.502656,0.11535,0.0511248
43092,49,532,HF,2,1,-0.629031,0.0775996,0.0584045,-0.154574
43093,50,532,HF,2,1,-0.525918,0.150669,-0.24499,-0.25237
43094,51,532,HF,2,1,-0.164544,-0.12855,-0.0448047,0.386727
43095,52,532,HF,2,1,-0.622373,0.00291928,0.757129,0.359294
43096,53,532,HF,2,1,0.53315,0.0213663,-0.269793,-0.000803856
43097,54,532,HF,2,1,0.0602622,-0.25435,0.0785026,0.394842
43098,55,532,HF,2,1,0.12411,-0.467567,0.166418,-0.0653882
43099,56,532,HF,2,1,-0.000556596,-0.408792,-0.264538,-0.357837
43100,57,532,HF,2,1,0.023437,-0.571995,0.091238,-0.0100116
43101,58,532,HF,2,1,-0.0210959,-0.596821,0.363513,-0.027938
43102,59,532,HF,2,1,-0.0263053,-0.210374,0.151334,-0.35063
43103,60,532,HF,2,1,0.228114,-0.166274,0.319216,0.117604
43104,61,532,HF,2,1,0.00423774,0.0427929,-0.340057,-0.0537368
43105,62,532,HF,2,1,0.528675,0.0962513,0.0940307,-0.258093
43106,63,532,HF,2,1,0.164404,0.236413,0.00273445,0.274476
43107,64,532,HF,2,1,0.589116,-0.159078,-0.102256,-0.18005
43108,65,532,HF,2,1,-0.116234,0.172385,0.152292,-0.202056
43109,66,532,HF,2,1,0.82847,-0.0674154,0.60031,-0.280471
43110,67,532,HF,2,1,0.643622,0.0931124,0.345395,0.112909
43111,68,532,HF,2,1,0.529504,0.227548,0.123332,-0.219397
43112,69,532,HF,2,1,-0.0890025,0.169857,-0.223462,-0.489867
43113,70,532,HF,2,1,0.249671,0.308136,-0.28734,-0.331577
43114,71,532,HF,2,1,0.346519,0.442262,-0.412825,-0.190241
43115,72,532,HF,2,1,-0.00904517,0.196576,-0.382395,-0.55141
43116,73,532,HF,2,1,0.0770056,-0.467178,-0.0754458,-0.26952
43117,74,532,HF,2,1,0.223175,-0.490523,0.310967,0.122153
43118,75,532,HF,2,1,0.0757103,-0.34775,-0.170429,0.00498648
43119,76,532,HF,2,1,0.190753,-0.741731,-0.147077,-0.0692137
43120,77,532,HF,2,1,-0.32691,-0.0783262,-0.135361,-0.0262079
43121,78,532,HF,2,1,0.00287557,-0.405916,0.0448931,0.387452
43122,79,532,HF,2,1,0.150334,-0.0711876,0.427148,0.580108
43123,80,532,HF,2,1,0.819103,-0.0122787,0.0401078,0.540728
43124,81,532,HF,2,1,-0.0136499,-0.0195726,-0.382725,0.486248
43125,82,532,HF,2,1,-0.357999,0.224953,-0.177809,0.424033
43126,83,532,HF,2,1,-0.433895,-0.0294756,-0.106363,0.364101
43127,84,532,HF,2,1,-0.632803,0.398479,0.0459496,0.225474
43128,85,532,HF,2,1,-0.600114,0.391891,-0.139978,-0.0746951
43129,86,532,HF,2,1,-0.0967029,0.303075,0.0543759,-0.0731989
43130,87,532,HF,2,1,-0.334654,0.143614,0.0464262,-0.0849717
43131,88,532,HF,2,1,-0.131152,0.400418,-0.392994,0.0776367
43132,89,532,HF,2,1,-0.279187,0.0104164,-0.117834,-0.205346
43133,90,532,HF,2,1,-0.0538728,0.120746,-0.290874,-0.303769
43134,91,532,HF,2,1,0.0664686,0.288489,-0.387263,-0.155067
43135,92,532,HF,2,1,0.0997215,0.324408,-0.349087,-0.464594
43136,93,532,HF,2,1,-0.0911547,-0.147871,0.275708,-0.0902208
43137,94,532,HF,2,1,0.0418227,-0.179316,-0.131736,0.0886101
43138,95,532,HF,2,1,0.254786,0.116147,0.377088,-0.241835
43139,96,532,HF,2,1,0.280367,0.0972814,0.41638,-0.0540878
43140,97,532,HF,2,1,-0.138483,-0.274535,0.123772,0.188513
43141,98,532,HF,2,1,-0.0292985,-0.183152,0.141705,0.306021
43142,99,532,HF,2,1,-0.811809,0.116772,0.0532068,-0.323919
43143,100,532,HF,2,1,0.0,0.0,0.0,0.0
43144,101,532,HF,2,1,0.0,0.0,0.0,0.0
43145,102,532,HF,2,1,0.595645,-0.392587,0.141909,0.294938
43146,1,532,HF,2,2,-0.0192531,0.169364,0.262978,-0.117463
43147,2,532,HF,2,2,0.180514,-0.396298,-0.0478299,-0.241613
43148,3,532,HF,2,2,0.227492,0.04235,-0.45687,-0.494759
43149,4,532,HF,2,2,0.558526,-0.304821,-0.212131,-0.722787
43150,5,532,HF,2,2,0.350127,0.0863822,-0.406981,-0.703434
43151,6,532,HF,2,2,-0.0313278,0.450408,-0.444584,-0.299425
43152,7,532,HF,2,2,-0.330287,0.366948,0.147452,-0.250409
43153,8,532,HF,2,2,0.0,0.0,0.0,0.0
43154,9,532,HF,2,2,0.0,0.0,0.0,0.0
43155,10,532,HF,2,2,-0.36778,0.206129,0.862784,0.307797
43156,11,532,HF,2,2,-0.198047,-0.000265377,0.232647,0.99027
43157,12,532,HF,2,2,-0.251669,0.0192554,0.175341,1.1597
43158,13,532,HF,2,2,-0.0463412,0.162033,0.331302,0.973572
43159,14,532,HF,2,2,0.345123,0.0390541,0.322451,0.521195
43160,15,532,HF,2,2,0.295244,-0.25131,0.104519,0.42483
43161,16,532,HF,2,2,0.151991,-0.278274,0.0736241,0.0524613
43162,17,532,HF,2,2,0.0012994,0.113048,0.388465,0.0611948
43163,18,532,HF,2,2,-0.694771,-0.340079,0.178987,0.00289037
43164,19,532,HF,2,2,-0.419263,-0.117435,0.158978,0.167127
43165,20,532,HF,2,2,-0.295407,-0.269881,-0.60336,-0.0687628
43166,21,532,HF,2,2,-0.461806,0.61546,-0.284424,-0.0746018
43167,22,532,HF,2,2,0.0,0.0,0.0,0.0
43168,23,532,HF,2,2,0.0,0.0,0.0,0.0
43169,24,532,HF,2,2,0.0,0.0,0.0,0.0
43170,25,532,HF,2,2,-0.695483,-0.60827,-0.498987,-0.49666
43171,26,532,HF,2,2,0.0,0.0,0.0,0.0
43172,27,532,HF,2,2,0.0,0.0,0.0,0.0
43173,28,532,HF,2,2,0.0,0.0,0.0,0.0
43174,29,532,HF,2,2,-0.450049,-0.240399,0.0744743,-0.500522
43175,30,532,HF,2,2,0.666813,-0.455242,-0.264962,-0.161975
43176,31,532,HF,2,2,0.453706,-0.0757069,-0.331901,0.513175
43177,32,532,HF,2,2,-0.0218908,0.066832,0.197909,0.205365
43178,33,532,HF,2,2,0.298556,-0.060418,-0.0350791,-0.466279
43179,34,532,HF,2,2,0.26289,0.0407813,-0.0896651,-0.690766
43180,35,532,HF,2,2,0.117108,0.00180676,-0.247283,-0.631116
43181,36,532,HF,2,2,-0.207912,0.209126,-0.19072,-0.256793
43182,37,532,HF,2,2,0.110888,-0.125568,0.33109,-0.495935
43183,38,532,HF,2,2,0.0,0.0,0.0,0.0
43184,39,532,HF,2,2,0.0,0.0,0.0,0.0
43185,40,532,HF,2,2,-0.248005,0.3783,-0.0085824,-0.179786
43186,41,532,HF,2,2,0.0,0.0,0.0,0.0
43187,42,532,HF,2,2,0.0,0.0,0.0,0.0
43188,43,532,HF,2,2,0.0,0.0,0.0,0.0
43189,44,532,HF,2,2,0.0,0.0,0.0,0.0
43190,45,532,HF,2,2,0.652816,0.532738,-0.00476337,0.245106
43191,46,532,HF,2,2,-0.15279,-0.166309,0.216849,1.01586
43192,47,532,HF,2,2,0.0,0.0,0.0,0.0
43193,48,532,HF,2,2,0.0,0.0,0.0,0.0
43194,49,532,HF,2,2,1.08741,-0.262948,-0.311962,0.0707697
43195,50,532,HF,2,2,-0.0437041,-0.335479,-0.492723,-0.161567
43196,51,532,HF,2,2,-0.155061,-0.0235613,-0.014592,-0.111549
43197,52,532,HF,2,2,-0.172129,0.283485,0.368901,0.563218
43198,53,532,HF,2,2,0.0621231,0.55765,0.10551,0.632647
43199,54,532,HF,2,2,-0.209572,0.679729,0.0585204,0.274175
43200,55,532,HF,2,2,0.00596979,0.234086,-0.292594,-0.272339
43201,56,532,HF,2,2,0.0869589,-0.334032,-0.219424,0.183624
43202,57,532,HF,2,2,0.333525,0.204382,-0.0739955,-0.243126
43203,58,532,HF,2,2,0.582512,-0.203653,0.0982604,-0.344799
43204,59,532,HF,2,2,0.373312,-0.214356,0.366902,0.319756
43205,60,532,HF,2,2,0.126708,0.193837,-0.0405359,0.130568
43206,61,532,HF,2,2,-0.298402,-0.0490546,0.108063,0.156319
43207,62,532,HF,2,2,-0.134145,0.189889,0.100394,0.108154
43208,63,532,HF,2,2,-0.647182,0.113937,0.148297,0.0686258
43209,64,532,HF,2,2,-0.323853,-0.185758,0.17827,-0.338324
43210,65,532,HF,2,2,0.170822,-0.0939254,0.0269625,-0.290655
43211,66,532,HF,2,2,-0.0228092,-0.0809891,0.45166,0.703867
43212,67,532,HF,2,2,0.090664,0.00400427,-0.203257,-0.0167964
43213,68,532,HF,2,2,-0.0248051,0.0541442,-0.220561,-0.447856
43214,69,532,HF,2,2,0.0,0.0,0.0,0.0
43215,70,532,HF,2,2,0.0,0.0,0.0,0.0
43216,71,532,HF,2,2,0.0,0.0,0.0,0.0
43217,72,532,HF,2,2,0.0,0.0,0.0,0.0
43218,73,532,HF,2,2,0.0,0.0,0.0,0.0
43219,74,532,HF,2,2,0.0,0.0,0.0,0.0
43220,75,532,HF,2,2,0.0,0.0,0.0,0.0
43221,76,532,HF,2,2,-0.618638,0.474565,-0.156136,0.0171364
43222,77,532,HF,2,2,-0.334985,0.15608,0.0934553,0.212275
43223,78,532,HF,2,2,0.0,0.0,0.0,0.0
43224,79,532,HF,2,2,0.0,0.0,0.0,0.0
43225,80,532,HF,2,2,-0.00504053,-0.0714715,0.0848236,-0.354174
43226,81,532,HF,2,2,0.670187,-0.171029,0.10793,-0.57327
43227,82,532,HF,2,2,0.0740005,-0.54092,0.333839,-0.390358
43228,83,532,HF,2,2,0.0630041,-0.271156,0.138042,-0.332703
43229,84,532,HF,2,2,-0.165545,-0.340698,0.363877,-0.301337
43230,85,532,HF,2,2,-0.620213,0.0239468,0.10839,0.211987
43231,86,532,HF,2,2,-0.5436,0.283791,-0.158527,-0.289172
43232,87,532,HF,2,2,-0.140884,0.115576,-0.381537,-0.172877
43233,88,532,HF,2,2,-0.0878303,-0.341617,-0.0945004,0.38328
43234,89,532,HF,2,2,-0.153622,-0.236241,-0.0442325,-0.334343
43235,90,532,HF,2,2,-0.128486,-0.202386,-0.317755,-0.00771652
43236,91,532,HF,2,2,-0.00347939,-0.0246353,0.276355,0.207179
43237,92,532,HF,2,2,0.410988,-0.186369,-0.427639,0.00184811
43238,93,532,HF,2,2,0.681895,-0.192055,0.0379796,-0.064173
43239,94,532,HF,2,2,0.760062,-0.0859321,-0.347693,-0.170446
43240,95,532,HF,2,2,-0.209119,0.138915,-0.442494,0.22994
43241,96,532,HF,2,2,-0.585562,0.0343668,0.549971,0.578456
43242,97,532,HF,2,2,0.0,0.0,0.0,0.0
43243,98,532,HF,2,2,0.0,0.0,0.0,0.0
43244,99,532,HF,2,2,0.0,0.0,0.0,0.0
43245,100,532,HF,2,2,0.219033,1.09406,-0.0405112,-0.197874
43246,101,532,HF,2,2,0.234828,-0.127742,-0.344366,-0.0801994
43247,102,532,HF,2,2,-0.186346,-0.0701768,0.586907,0.654374
43248,1,532,Ho,1,1,0.746672,0.825562,-0.400386,-0.49656
43249,2,532,Ho,1,1,0.0665014,-0.18016,0.139441,-0.225772
43250,3,532,Ho,1,1,-0.329197,0.0427675,-0.513304,-0.559602
43251,4,532,Ho,1,1,0.0,0.0,0.0,0.0
43252,5,532,Ho,1,1,0.0,0.0,0.0,0.0
43253,6,532,Ho,1,1,0.0,0.0,0.0,0.0
43254,7,532,Ho,1,1,0.120563,0.101605,-0.414515,-0.365026
43255,8,532,Ho,1,1,-0.902694,0.117598,0.0364574,-0.482079
43256,9,532,Ho,1,1,-0.221428,-0.427479,-0.297754,-0.303824
43257,10,532,Ho,1,1,0.258091,-0.542786,-0.199193,-0.0898896
43258,11,532,Ho,1,1,0.00661664,-0.491994,0.9085,1.11939
43259,12,532,Ho,1,1,0.366166,-0.263385,-0.0394545,0.886306
43260,13,532,Ho,1,1,-0.461802,-0.155862,0.440241,0.919283
43261,14,532,Ho,1,1,-0.160262,-0.12196,0.0847442,0.495196
43262,15,532,Ho,1,1,-0.0413665,-0.115097,0.485626,0.521545
43263,16,532,Ho,1,1,0.190902,-0.53672,0.43472,0.314597
43264,17,532,Ho,1,1,-0.450253,0.127819,0.125782,0.435312
43265,18,532,Ho,1,1,-0.48559,0.303471,0.284582,-0.167713
43266,19,532,Ho,1,1,0.128977,0.042308,-0.209366,-0.297604
43267,20,532,Ho,1,1,-0.214949,0.248702,-0.292877,-0.0291177
43268,21,532,Ho,1,1,0.798505,0.419034,-0.249554,0.253031
43269,22,532,Ho,1,1,0.317345,0.409263,-0.0380861,0.262382
43270,23,532,Ho,1,1,-0.391509,0.00136883,-0.180819,-0.138447
43271,24,532,Ho,1,1,0.110789,-0.298877,-0.0954079,-0.119314
43272,25,532,Ho,1,1,-0.0219878,0.296314,0.0133432,-0.317485
43273,26,532,Ho,1,1,-0.131534,0.572194,-0.406198,-0.506997
43274,27,532,Ho,1,1,0.111829,-0.0351184,-0.176852,-0.181625
43275,28,532,Ho,1,1,0.0556357,-0.227706,0.317197,-0.718829
43276,29,532,Ho,1,1,0.620051,-0.234537,-0.465533,-0.320665
43277,30,532,Ho,1,1,-0.0652738,-0.263937,0.139311,-0.74078
43278,31,532,Ho,1,1,-0.178424,-0.214612,0.155562,-0.269281
43279,32,532,Ho,1,1,0.276953,0.155422,-0.215405,-0.156501
43280,33,532,Ho,1,1,-0.00768813,-0.22033,0.192514,-0.395465
43281,34,532,Ho,1,1,-0.0627124,-0.149366,-0.0804136,0.072078
43282,35,532,Ho,1,1,0.255633,0.282944,0.472048,0.483006
43283,36,532,Ho,1,1,-0.12158,0.202054,0.238675,0.0870986
43284,37,532,Ho,1,1,0.301726,0.345223,-0.141738,-0.42065
43285,38,532,Ho,1,1,0.12094,0.264584,-0.144037,-0.0264569
43286,39,532,Ho,1,1,-0.0622168,0.258759,0.494181,0.621096
43287,40,532,Ho,1,1,0.300825,0.255061,0.633537,1.08834
43288,41,532,Ho,1,1,0.0,0.0,0.0,0.0
43289,42,532,Ho,1,1,0.0,0.0,0.0,0.0
43290,43,532,Ho,1,1,0.0,0.0,0.0,0.0
43291,44,532,Ho,1,1,0.0,0.0,0.0,0.0
43292,45,532,Ho,1,1,0.0,0.0,0.0,0.0
43293,46,532,Ho,1,1,0.0,0.0,0.0,0.0
43294,47,532,Ho,1,1,0.0,0.0,0.0,0.0
43295,48,532,Ho,1,1,0.156511,-0.0228758,-0.551825,-0.292312
43296,49,532,Ho,1,1,-0.440407,-0.332353,0.139306,0.133331
43297,50,532,Ho,1,1,-0.601522,-0.0795812,-0.160387,0.114864
43298,51,532,Ho,1,1,0.0757677,-0.0415585,-0.408456,-0.256465
43299,52,532,Ho,1,1,0.0279438,-0.0237355,-0.22183,-0.277596
43300,53,532,Ho,1,1,0.0993404,-0.22514,-0.0886202,-0.0438998
43301,54,532,Ho,1,1,0.0742158,-0.105138,0.243908,0.408838
43302,55,532,Ho,1,1,0.57189,0.0355631,0.387884,0.134499
43303,56,532,Ho,1,1,0.391945,0.503254,0.263183,0.0528109
43304,57,532,Ho,1,1,0.105751,0.442231,-0.276889,-0.274211
43305,58,532,Ho,1,1,-0.100725,0.4951,0.264969,-0.177889
43306,59,532,Ho,1,1,-1.30386,-0.881459,0.729882,0.62286
43307,60,532,Ho,1,1,0.0,0.0,0.0,0.0
43308,61,532,Ho,1,1,0.0,0.0,0.0,0.0
43309,62,532,Ho,1,1,-0.139658,0.0814486,-0.260005,0.140782
43310,63,532,Ho,1,1,0.0780519,0.0408596,-0.31892,0.183222
43311,64,532,Ho,1,1,0.062432,-0.0588292,-0.675016,-0.0772044
43312,65,532,Ho,1,1,0.0,0.0,0.0,0.0
43313,66,532,Ho,1,1,0.0,0.0,0.0,0.0
43314,67,532,Ho,1,1,-0.0994072,-0.190839,-0.288739,-0.0995675
43315,68,532,Ho,1,1,-0.565305,-0.52603,0.928157,1.06994
43316,69,532,Ho,1,1,0.0,0.0,0.0,0.0
43317,70,532,Ho,1,1,0.0,0.0,0.0,0.0
43318,71,532,Ho,1,1,0.0,0.0,0.0,0.0
43319,72,532,Ho,1,1,0.0,0.0,0.0,0.0
43320,73,532,Ho,1,1,0.0,0.0,0.0,0.0
43321,74,532,Ho,1,1,0.0,0.0,0.0,0.0
43322,75,532,Ho,1,1,0.0,0.0,0.0,0.0
43323,76,532,Ho,1,1,-0.0953274,-0.246489,0.311319,-0.442019
43324,77,532,Ho,1,1,-0.0298746,-0.397545,-0.0499439,-0.291358
43325,78,532,Ho,1,1,0.246458,0.251875,-0.576932,-0.788333
43326,79,532,Ho,1,1,0.419708,-0.0922563,-0.447836,-0.734386
43327,80,532,Ho,1,1,0.141901,0.0554316,-0.0906744,0.203697
43328,81,532,Ho,1,1,0.388636,0.0175281,0.011043,0.314887
43329,82,532,Ho,1,1,-0.215798,0.292403,0.162042,-0.285554
43330,83,532,Ho,1,1,-0.365579,0.504373,-0.0133376,0.0645256
43331,84,532,Ho,1,1,0.458766,-0.279666,-0.0773516,0.289578
43332,85,532,Ho,1,1,0.264416,-0.196435,-0.399468,-0.166305
43333,86,532,Ho,1,1,0.137452,0.0213273,-0.776077,-0.508662
43334,87,532,Ho,1,1,-0.201167,-0.267515,-0.5176,-0.522869
43335,88,532,Ho,1,1,-0.0198774,-0.0743645,-0.47998,-0.47232
43336,89,532,Ho,1,1,0.00205491,-0.180276,0.158668,0.141885
43337,90,532,Ho,1,1,-0.220885,0.0218932,0.212603,0.334702
43338,91,532,Ho,1,1,-0.0722895,-0.11786,-0.00244472,-0.0571743
43339,92,532,Ho,1,1,-0.460058,-0.0812381,0.575584,0.308078
43340,93,532,Ho,1,1,0.569956,1.00477,-0.184024,-0.380045
43341,94,532,Ho,1,1,-0.0639616,0.148604,0.436783,0.0222747
43342,95,532,Ho,1,1,-0.393722,0.0324915,0.490317,0.418499
43343,96,532,Ho,1,1,0.271981,-0.320103,0.515142,0.959921
43344,97,532,Ho,1,1,0.0,0.0,0.0,0.0
43345,98,532,Ho,1,1,0.0,0.0,0.0,0.0
43346,99,532,Ho,1,1,0.0,0.0,0.0,0.0
43347,100,532,Ho,1,1,0.0,0.0,0.0,0.0
43348,101,532,Ho,1,1,0.0,0.0,0.0,0.0
43349,102,532,Ho,1,1,0.0,0.0,0.0,0.0
43350,1,532,Ho,1,2,0.0301374,-0.362322,-0.56985,-0.023064
43351,2,532,Ho,1,2,0.0718756,-0.000240436,-0.131466,0.621244
43352,3,532,Ho,1,2,-0.227853,0.299143,0.279272,0.434758
43353,4,532,Ho,1,2,0.0,0.0,0.0,0.0
43354,5,532,Ho,1,2,0.0,0.0,0.0,0.0
43355,6,532,Ho,1,2,-0.689739,0.044867,-0.382877,0.237722
43356,7,532,Ho,1,2,0.0,0.0,0.0,0.0
43357,8,532,Ho,1,2,0.0,0.0,0.0,0.0
43358,9,532,Ho,1,2,-0.224125,-0.448774,0.240348,0.440986
43359,10,532,Ho,1,2,0.134477,-0.200572,0.0316495,0.154939
43360,11,532,Ho,1,2,0.0231952,0.0722717,-0.175834,-0.330658
43361,12,532,Ho,1,2,0.0152948,0.296,-0.219388,-0.6292
43362,13,532,Ho,1,2,0.168283,0.252831,-0.360338,-0.867331
43363,14,532,Ho,1,2,0.189481,0.114549,-0.286117,-0.728508
43364,15,532,Ho,1,2,0.0,0.0,0.0,0.0
43365,16,532,Ho,1,2,0.0,0.0,0.0,0.0
43366,17,532,Ho,1,2,-0.0902894,-0.273027,0.217107,-0.166023
43367,18,532,Ho,1,2,0.223247,0.317711,0.805244,0.841597
43368,19,532,Ho,1,2,0.0,0.0,0.0,0.0
43369,20,532,Ho,1,2,0.0,0.0,0.0,0.0
43370,21,532,Ho,1,2,0.0470994,0.527264,1.10823,0.197573
43371,22,532,Ho,1,2,0.265846,-0.048736,0.785436,0.221586
43372,23,532,Ho,1,2,-0.193277,-0.0921221,0.86228,0.30322
43373,24,532,Ho,1,2,-0.614924,-0.171593,1.49305,1.29633
43374,25,532,Ho,1,2,-0.329227,0.43084,-0.471728,0.439794
43375,26,532,Ho,1,2,-0.670219,0.424676,-0.549632,-0.169789
43376,27,532,Ho,1,2,0.24841,0.000201846,-0.426338,-0.38535
43377,28,532,Ho,1,2,0.190857,0.408107,-1.38675,-1.01985
43378,29,532,Ho,1,2,0.0569115,-0.243917,-0.45723,-0.590403
43379,30,532,Ho,1,2,0.733826,-0.316781,-0.713667,-0.424457
43380,31,532,Ho,1,2,0.767571,-0.313694,-0.562218,-0.308522
43381,32,532,Ho,1,2,0.791004,-0.35413,0.510225,0.328835
43382,33,532,Ho,1,2,0.439759,-0.0493458,-0.25061,-0.290103
43383,34,532,Ho,1,2,-0.0916389,-0.0814316,-0.352614,-0.145105
43384,35,532,Ho,1,2,0.156866,-0.275064,-0.0279707,-0.299099
43385,36,532,Ho,1,2,-0.240783,-0.139119,-0.301658,-0.551896
43386,37,532,Ho,1,2,-0.52911,-0.193741,0.557117,-0.26875
43387,38,532,Ho,1,2,-0.169091,-0.27063,1.23898,0.465244
43388,39,532,Ho,1,2,0.0162993,-0.208254,0.433654,0.123432
43389,40,532,Ho,1,2,0.379953,-0.207733,0.374658,0.637189
43390,41,532,Ho,1,2,0.65693,-0.336863,0.499791,-0.071987
43391,42,532,Ho,1,2,0.25466,0.00927482,-1.21526,-1.55522
43392,43,532,Ho,1,2,0.0,0.0,0.0,0.0
43393,44,532,Ho,1,2,0.0,0.0,0.0,0.0
43394,45,532,Ho,1,2,0.538858,0.431288,-0.214651,-0.129958
43395,46,532,Ho,1,2,0.0,0.0,0.0,0.0
43396,47,532,Ho,1,2,0.0,0.0,0.0,0.0
43397,48,532,Ho,1,2,0.0,0.0,0.0,0.0
43398,49,532,Ho,1,2,-0.993416,0.797488,1.00506,1.11147
43399,50,532,Ho,1,2,-0.194993,0.0360524,0.130914,0.560941
43400,51,532,Ho,1,2,0.194823,-0.111299,-0.753563,-0.570417
43401,52,532,Ho,1,2,0.0,0.0,0.0,0.0
43402,53,532,Ho,1,2,0.0,0.0,0.0,0.0
43403,54,532,Ho,1,2,0.0,0.0,0.0,0.0
43404,55,532,Ho,1,2,0.0,0.0,0.0,0.0
43405,56,532,Ho,1,2,0.188485,0.0204336,0.0376849,0.403058
43406,57,532,Ho,1,2,-0.346284,0.186209,-0.372108,-0.210907
43407,58,532,Ho,1,2,-0.351066,-0.0223618,-0.319598,0.00392476
43408,59,532,Ho,1,2,-0.204625,0.164103,-0.0390345,-0.0327532
43409,60,532,Ho,1,2,-0.503619,0.283438,0.300916,0.32377
43410,61,532,Ho,1,2,-0.249606,0.220459,-0.0541093,0.393299
43411,62,532,Ho,1,2,0.279915,0.447924,-0.283466,-0.0739152
43412,63,532,Ho,1,2,-0.273662,0.187694,-0.0355808,0.0662245
43413,64,532,Ho,1,2,0.0129399,-0.0563201,-0.356142,0.204192
43414,65,532,Ho,1,2,-0.452557,-0.178414,-0.381583,0.388978
43415,66,532,Ho,1,2,-0.259256,-0.403117,-0.439865,-0.108336
